,gender,income,total_completed,total_viewed,total_received,total_spent,avg_spent,completed_bogo,completed_discount,age_range,num_transactions_range,bogos_received_range,discounts_received_range,percent_viewed_range,percent_completed_range,discount_percent_completed_range,bogo_percent_completed_range,labels
5893,F,40000,2,4,6,82,11,0,4,40-49,5-9,0-4,5-9,60-69,30-39,40-49,50-59,2
5894,F,52000,0,2,3,35,3,1,1,20-29,10-14,0-4,0-4,60-69,0-9,90-100,20-29,0
5895,F,47000,1,3,5,37,4,2,2,50-59,5-9,5-9,0-4,60-69,20-29,60-69,40-49,2
5896,M,97000,3,4,4,189,27,1,1,60-69,5-9,5-9,0-4,90-100,70-79,30-39,10-19,2
5897,F,43000,3,3,4,117,11,1,1,60-69,10-14,5-9,0-4,70-79,70-79,30-39,10-19,0
5898,F,49000,2,1,3,103,14,1,1,40-49,5-9,0-4,0-4,30-39,60-69,50-59,30-39,-1
5899,F,82000,4,3,5,240,20,2,2,50-59,10-14,5-9,5-9,60-69,80-89,40-49,30-39,0
5900,M,51000,5,4,5,207,12,0,3,30-39,15-19,0-4,10-14,80-89,90-100,20-29,30-39,0
5901,F,31000,1,3,4,41,8,1,0,70-79,5-9,0-4,0-4,70-79,20-29,0-9,20-29,2
5902,M,77000,3,3,4,126,21,0,3,40-49,5-9,0-4,5-9,70-79,70-79,30-39,20-29,2
5903,M,32000,3,3,3,118,7,2,1,60-69,15-19,5-9,0-4,90-100,90-100,30-39,30-39,0
5904,F,70000,0,2,4,40,20,1,0,60-69,0-4,0-4,0-4,50-59,0-9,0-9,90-100,0
5905,F,110000,4,5,5,1151,164,1,1,50-59,5-9,5-9,5-9,90-100,80-89,10-19,20-29,2
5906,F,53000,1,2,3,88,14,1,0,11-19,5-9,0-4,0-4,60-69,30-39,0-9,30-39,-1
5907,M,48000,0,2,3,4,1,2,1,60-69,0-4,0-4,0-4,60-69,0-9,90-100,50-59,0
5908,M,83000,4,3,5,138,23,2,2,50-59,5-9,5-9,5-9,60-69,80-89,40-49,30-39,2
5909,F,50000,0,5,5,6,6,1,1,50-59,0-4,0-4,0-4,90-100,0-9,20-29,50-59,0
5910,F,76000,1,2,2,84,21,1,0,50-59,0-4,0-4,0-4,90-100,50-59,0-9,30-39,0
5911,F,97000,2,1,3,159,26,2,1,60-69,5-9,0-4,0-4,30-39,60-69,50-59,50-59,-1
5912,M,62000,1,3,4,48,12,3,0,40-49,0-4,5-9,0-4,70-79,20-29,0-9,30-39,0
5913,F,93000,2,2,3,49,24,3,0,70-79,0-4,5-9,0-4,60-69,60-69,0-9,40-49,0
5914,M,47000,5,4,6,214,11,2,2,40-49,15-19,5-9,5-9,60-69,80-89,40-49,20-29,0
5915,F,37000,2,3,5,24,8,3,2,70-79,0-4,5-9,5-9,60-69,40-49,40-49,60-69,0
5916,F,75000,2,3,5,108,18,2,1,60-69,5-9,0-4,0-4,60-69,40-49,30-39,50-59,2
5917,F,80000,2,3,3,149,21,0,1,70-79,5-9,0-4,5-9,90-100,60-69,10-19,50-59,2
5918,M,67000,0,4,4,33,4,1,0,20-29,5-9,5-9,0-4,90-100,0-9,0-9,10-19,-1
5919,F,74000,2,2,4,64,16,0,2,60-69,0-4,0-4,5-9,50-59,50-59,30-39,10-19,0
5920,F,62000,5,6,6,170,15,2,2,60-69,10-14,5-9,5-9,90-100,80-89,20-29,30-39,0
5921,M,52000,4,5,5,71,8,1,3,50-59,5-9,0-4,10-14,90-100,80-89,20-29,50-59,2
5922,M,89000,2,3,4,27,27,1,1,40-49,0-4,0-4,0-4,70-79,50-59,20-29,30-39,0
5923,F,84000,2,4,5,125,25,2,2,60-69,5-9,0-4,5-9,80-89,40-49,40-49,50-59,2
5924,M,38000,2,2,4,84,7,1,2,60-69,10-14,0-4,5-9,50-59,50-59,40-49,50-59,0
5925,M,63000,1,3,3,35,17,1,1,60-69,0-4,0-4,0-4,90-100,30-39,50-59,30-39,0
5926,M,65000,2,5,5,21,3,1,2,70-79,5-9,5-9,5-9,90-100,40-49,40-49,20-29,2
5927,M,65000,0,4,4,20,2,3,1,60-69,5-9,5-9,0-4,90-100,0-9,50-59,50-59,2
5928,M,72000,4,4,5,133,22,1,2,80+,5-9,0-4,5-9,80-89,80-89,20-29,30-39,2
5929,F,101000,2,2,3,144,28,0,2,70-79,5-9,0-4,5-9,60-69,60-69,40-49,30-39,2
5930,M,83000,3,2,5,111,18,2,2,60-69,5-9,5-9,5-9,40-49,60-69,40-49,40-49,-1
5931,M,66000,5,3,5,99,14,2,1,20-29,5-9,5-9,5-9,60-69,90-100,10-19,40-49,2
5932,F,89000,3,4,4,261,21,2,1,30-39,10-14,5-9,0-4,90-100,70-79,30-39,30-39,0
5933,M,65000,4,5,5,142,15,2,1,40-49,5-9,5-9,0-4,90-100,80-89,30-39,20-29,2
5934,F,103000,1,1,1,110,22,1,0,80+,5-9,0-4,0-4,90-100,90-100,0-9,30-39,-1
5935,M,66000,1,3,5,73,3,2,1,60-69,15-19,5-9,0-4,60-69,20-29,30-39,30-39,-1
5936,F,73000,0,5,5,52,17,0,3,40-49,0-4,0-4,10-14,90-100,0-9,30-39,30-39,0
5937,M,54000,5,3,6,225,14,2,3,70-79,15-19,5-9,5-9,50-59,80-89,50-59,30-39,0
5938,F,66000,3,5,6,273,17,3,0,50-59,15-19,5-9,0-4,80-89,50-59,0-9,30-39,0
5939,M,60000,2,5,5,56,14,1,2,40-49,0-4,0-4,5-9,90-100,40-49,20-29,50-59,0
5940,M,56000,1,3,3,34,11,2,1,70-79,0-4,5-9,0-4,90-100,30-39,50-59,40-49,0
5941,F,59000,3,4,4,74,14,1,1,50-59,5-9,0-4,5-9,90-100,70-79,10-19,50-59,2
5942,F,45000,1,4,5,38,3,1,2,60-69,10-14,0-4,5-9,80-89,20-29,40-49,50-59,0
5943,M,71000,3,3,5,201,18,0,4,60-69,10-14,0-4,5-9,60-69,60-69,40-49,50-59,0
5944,F,53000,4,4,5,150,13,2,2,40-49,10-14,5-9,5-9,80-89,80-89,20-29,40-49,0
5945,M,47000,1,4,6,14,2,1,2,70-79,5-9,0-4,5-9,60-69,10-19,30-39,30-39,2
5946,F,46000,0,2,5,1,1,1,2,20-29,0-4,0-4,0-4,40-49,0-9,90-100,50-59,0
5947,F,87000,4,5,5,214,23,1,2,40-49,5-9,5-9,5-9,90-100,80-89,30-39,10-19,2
5948,F,35000,0,3,4,22,2,1,2,40-49,10-14,0-4,0-4,70-79,0-9,50-59,50-59,0
5949,M,61000,1,4,6,36,2,2,2,30-39,10-14,5-9,0-4,60-69,10-19,50-59,30-39,0
5950,M,32000,1,4,4,59,8,1,1,80+,5-9,0-4,0-4,90-100,20-29,30-39,50-59,2
5951,F,75000,4,4,6,241,26,0,3,70-79,5-9,0-4,10-14,60-69,60-69,20-29,50-59,2
5952,M,96000,3,6,6,71,23,3,2,50-59,0-4,5-9,5-9,90-100,50-59,40-49,30-39,0
5953,F,73000,1,2,4,34,5,1,1,30-39,5-9,0-4,0-4,50-59,20-29,30-39,50-59,2
5954,F,81000,4,4,4,303,21,2,2,80+,10-14,5-9,5-9,90-100,90-100,30-39,30-39,0
5955,F,88000,4,6,6,95,19,3,1,70-79,5-9,10-14,0-4,90-100,60-69,30-39,20-29,2
5956,F,74000,1,3,5,43,14,1,2,60-69,0-4,5-9,0-4,60-69,20-29,50-59,20-29,0
5957,F,43000,0,2,3,17,2,2,0,70-79,5-9,0-4,0-4,60-69,0-9,0-9,50-59,1
5958,M,34000,3,4,5,61,2,1,3,70-79,25-29,0-4,5-9,80-89,60-69,40-49,30-39,-1
5959,M,116000,5,2,6,248,31,2,3,50-59,5-9,5-9,5-9,30-39,80-89,40-49,40-49,-1
5960,F,34000,3,3,4,34,5,3,1,70-79,5-9,5-9,0-4,70-79,70-79,50-59,30-39,2
5961,M,54000,4,4,4,97,16,2,1,40-49,5-9,5-9,0-4,90-100,90-100,30-39,20-29,2
5962,M,66000,2,1,3,127,15,1,2,70-79,5-9,0-4,0-4,30-39,60-69,60-69,30-39,-1
5963,M,57000,5,5,5,180,12,3,1,70-79,15-19,10-14,0-4,90-100,90-100,30-39,20-29,0
5964,M,49000,3,2,4,98,12,2,1,11-19,5-9,5-9,0-4,50-59,70-79,50-59,40-49,2
5965,F,118000,3,3,4,354,29,2,1,60-69,10-14,5-9,0-4,70-79,70-79,30-39,30-39,0
5966,F,117000,4,2,5,102,20,2,2,50-59,5-9,5-9,5-9,40-49,80-89,40-49,40-49,2
5967,M,42000,1,5,5,15,5,2,0,70-79,0-4,5-9,0-4,90-100,20-29,0-9,20-29,0
5968,M,68000,0,2,5,2,1,1,2,20-29,0-4,0-4,0-4,40-49,0-9,60-69,50-59,0
5969,F,46000,0,4,5,10,1,1,2,20-29,5-9,0-4,0-4,80-89,0-9,60-69,20-29,2
5970,M,71000,2,3,4,25,3,2,2,50-59,5-9,5-9,0-4,70-79,50-59,50-59,40-49,2
5971,M,73000,4,5,5,104,14,2,2,50-59,5-9,5-9,5-9,90-100,80-89,30-39,30-39,2
5972,M,78000,4,5,5,304,23,1,3,60-69,10-14,0-4,10-14,90-100,80-89,20-29,30-39,0
5973,F,105000,2,2,3,130,32,1,2,70-79,0-4,0-4,5-9,60-69,60-69,30-39,90-100,0
5974,M,55000,3,3,5,220,12,0,3,70-79,15-19,0-4,5-9,60-69,60-69,30-39,90-100,0
5975,M,62000,1,3,4,21,3,1,2,70-79,5-9,0-4,0-4,70-79,20-29,50-59,50-59,2
5976,M,55000,1,4,4,33,4,2,1,30-39,5-9,0-4,5-9,90-100,20-29,20-29,50-59,2
5977,M,40000,0,2,3,5,2,2,1,20-29,0-4,0-4,0-4,60-69,0-9,50-59,60-69,0
5978,M,68000,4,5,5,125,15,2,1,40-49,5-9,5-9,5-9,90-100,80-89,10-19,30-39,2
5979,F,70000,1,1,4,19,9,1,2,50-59,0-4,0-4,0-4,20-29,20-29,50-59,50-59,0
5980,F,98000,4,4,5,185,26,2,1,50-59,5-9,5-9,5-9,80-89,80-89,20-29,30-39,2
5981,F,55000,4,5,5,207,14,3,1,30-39,10-14,5-9,0-4,90-100,80-89,30-39,30-39,0
5982,F,107000,5,5,5,195,27,2,2,60-69,5-9,5-9,5-9,90-100,90-100,30-39,20-29,2
5983,F,36000,4,6,6,98,12,2,1,30-39,5-9,5-9,0-4,90-100,60-69,30-39,20-29,2
5984,F,43000,3,3,5,118,11,1,2,11-19,10-14,0-4,0-4,60-69,60-69,50-59,30-39,0
5985,M,32000,1,4,4,44,2,2,1,20-29,15-19,5-9,0-4,90-100,20-29,30-39,30-39,0
5986,M,45000,3,2,5,94,10,2,1,20-29,5-9,5-9,0-4,40-49,60-69,30-39,30-39,2
5987,M,114000,3,3,5,257,28,2,3,50-59,5-9,0-4,5-9,60-69,60-69,40-49,50-59,2
5988,M,83000,4,4,4,211,19,1,2,60-69,10-14,0-4,5-9,90-100,90-100,20-29,30-39,0
5989,F,69000,2,4,4,233,17,1,1,40-49,10-14,0-4,0-4,90-100,50-59,30-39,30-39,0
5990,F,47000,3,4,4,247,11,2,0,40-49,20-24,5-9,0-4,90-100,70-79,0-9,20-29,-1
5991,F,96000,5,4,5,236,23,2,3,70-79,10-14,5-9,5-9,80-89,90-100,30-39,30-39,0
5992,M,57000,2,3,3,127,12,2,1,60-69,10-14,5-9,0-4,90-100,60-69,30-39,40-49,0
5993,M,74000,4,4,4,153,19,2,2,40-49,5-9,5-9,5-9,90-100,90-100,30-39,30-39,2
5994,M,31000,0,1,3,144,14,1,0,30-39,10-14,0-4,0-4,30-39,0-9,0-9,50-59,0
5995,M,50000,2,1,4,60,12,1,2,70-79,5-9,0-4,5-9,20-29,50-59,40-49,90-100,-1
5996,M,56000,2,3,3,81,5,2,1,60-69,15-19,5-9,0-4,90-100,60-69,30-39,40-49,0
5997,F,99000,3,4,5,286,26,1,2,60-69,10-14,0-4,5-9,80-89,60-69,30-39,30-39,0
5998,M,48000,5,2,5,188,12,2,1,40-49,15-19,5-9,0-4,40-49,90-100,20-29,20-29,-1
5999,M,89000,3,4,4,222,24,0,2,70-79,5-9,0-4,5-9,90-100,70-79,20-29,20-29,2
6000,F,85000,3,2,5,94,23,1,3,80+,0-4,0-4,5-9,40-49,60-69,30-39,90-100,0
6001,M,33000,0,3,4,5,1,1,1,40-49,0-4,0-4,0-4,70-79,0-9,50-59,50-59,0
6002,M,46000,5,5,6,224,10,1,3,50-59,20-24,0-4,10-14,80-89,80-89,20-29,30-39,0
6003,M,51000,2,5,5,36,18,1,1,60-69,0-4,5-9,0-4,90-100,40-49,30-39,10-19,0
6004,M,33000,1,2,5,18,3,2,2,70-79,5-9,0-4,0-4,40-49,20-29,50-59,60-69,2
6005,M,44000,0,5,6,10,1,2,1,20-29,5-9,5-9,0-4,80-89,0-9,50-59,30-39,2
6006,F,35000,3,5,5,143,8,1,2,60-69,15-19,0-4,5-9,90-100,60-69,30-39,30-39,0
6007,M,58000,2,3,4,15,1,1,2,60-69,5-9,0-4,5-9,70-79,50-59,20-29,50-59,2
6008,M,65000,3,4,5,179,16,1,2,80+,10-14,0-4,5-9,80-89,60-69,30-39,50-59,0
6009,M,38000,2,3,5,43,2,3,1,50-59,15-19,5-9,0-4,60-69,40-49,30-39,50-59,0
6010,M,59000,1,3,5,68,3,3,2,30-39,20-24,5-9,0-4,60-69,20-29,50-59,60-69,-1
6011,M,32000,2,1,2,96,8,0,2,70-79,10-14,0-4,5-9,50-59,90-100,40-49,60-69,-1
6012,M,62000,3,3,5,71,2,0,3,50-59,25-29,0-4,10-14,60-69,60-69,30-39,60-69,-1
6013,F,84000,2,4,5,80,20,1,2,60-69,0-4,5-9,5-9,80-89,40-49,40-49,20-29,0
6014,F,40000,2,5,5,58,8,2,1,40-49,5-9,5-9,0-4,90-100,40-49,30-39,20-29,2
6015,M,52000,0,2,4,11,2,1,1,60-69,0-4,0-4,0-4,50-59,0-9,50-59,90-100,0
6016,F,72000,2,3,4,192,24,0,2,60-69,5-9,0-4,5-9,70-79,50-59,40-49,90-100,2
6017,M,63000,2,2,4,55,5,1,2,30-39,10-14,0-4,5-9,50-59,50-59,30-39,50-59,0
6018,F,92000,3,3,4,201,33,1,2,60-69,5-9,5-9,0-4,70-79,70-79,50-59,10-19,2
6019,M,58000,5,3,6,57,3,1,3,30-39,15-19,0-4,10-14,50-59,80-89,20-29,30-39,0
6020,M,99000,3,4,6,132,26,2,1,60-69,5-9,5-9,0-4,60-69,50-59,30-39,40-49,2
6021,F,101000,3,3,5,136,27,1,1,70-79,5-9,5-9,0-4,60-69,60-69,30-39,20-29,2
6022,M,33000,0,3,5,8,2,3,0,50-59,0-4,5-9,0-4,60-69,0-9,0-9,60-69,0
6023,O,70000,0,3,3,28,14,1,1,30-39,0-4,0-4,0-4,90-100,0-9,20-29,50-59,0
6024,F,115000,3,4,4,201,25,1,2,60-69,5-9,0-4,5-9,90-100,70-79,30-39,30-39,2
6025,F,93000,2,3,3,207,23,1,1,50-59,5-9,0-4,0-4,90-100,60-69,30-39,30-39,2
6026,M,65000,4,5,6,136,15,1,3,40-49,5-9,0-4,5-9,80-89,60-69,30-39,30-39,2
6027,F,48000,3,4,4,125,13,2,1,30-39,5-9,5-9,0-4,90-100,70-79,30-39,30-39,2
6028,F,52000,1,3,3,104,14,0,1,40-49,5-9,0-4,0-4,90-100,30-39,30-39,30-39,2
6029,F,50000,0,5,5,8,2,3,1,80+,0-4,5-9,0-4,90-100,0-9,50-59,30-39,0
6030,F,59000,2,4,4,79,13,3,0,40-49,5-9,5-9,0-4,90-100,50-59,0-9,30-39,2
6031,F,84000,3,4,5,143,23,2,1,70-79,5-9,10-14,0-4,80-89,60-69,90-100,10-19,-1
6032,M,40000,2,3,6,50,2,0,2,30-39,20-24,0-4,5-9,50-59,30-39,20-29,10-19,0
6033,F,45000,1,2,2,92,11,0,1,30-39,5-9,0-4,0-4,90-100,50-59,30-39,10-19,2
6034,M,91000,3,3,3,130,26,2,0,40-49,5-9,5-9,0-4,90-100,90-100,0-9,20-29,2
6035,M,60000,0,0,2,4,4,1,1,50-59,0-4,0-4,0-4,0-9,0-9,90-100,90-100,0
6036,F,56000,3,3,4,60,10,1,1,50-59,5-9,5-9,0-4,70-79,70-79,30-39,10-19,2
6037,M,41000,5,3,5,204,10,1,3,30-39,15-19,0-4,10-14,60-69,90-100,30-39,30-39,0
6038,M,36000,2,3,4,113,10,1,1,30-39,10-14,5-9,0-4,70-79,50-59,30-39,20-29,0
6039,M,47000,0,1,3,11,2,1,2,50-59,0-4,0-4,0-4,30-39,0-9,60-69,90-100,0
6040,M,53000,3,2,6,99,11,1,3,30-39,5-9,0-4,5-9,30-39,50-59,40-49,50-59,-1
6041,M,51000,1,3,5,33,3,3,1,30-39,5-9,5-9,0-4,60-69,20-29,90-100,30-39,2
6042,M,34000,3,3,5,133,8,2,2,50-59,15-19,5-9,0-4,60-69,60-69,60-69,30-39,0
6043,M,78000,5,5,5,198,22,2,2,50-59,5-9,5-9,5-9,90-100,90-100,20-29,30-39,2
6044,M,31000,2,2,4,28,2,1,1,40-49,10-14,0-4,0-4,50-59,50-59,20-29,50-59,0
6045,F,76000,3,2,3,45,15,1,2,80+,0-4,0-4,5-9,60-69,90-100,30-39,50-59,0
6046,M,45000,3,3,5,124,11,2,1,50-59,10-14,5-9,0-4,60-69,60-69,30-39,40-49,0
6047,F,85000,3,3,6,161,23,2,2,50-59,5-9,5-9,0-4,50-59,50-59,60-69,20-29,-1
6048,M,52000,4,5,5,153,13,2,2,30-39,10-14,5-9,5-9,90-100,80-89,30-39,30-39,0
6049,M,80000,2,4,4,85,21,1,1,50-59,0-4,0-4,0-4,90-100,50-59,30-39,30-39,0
6050,F,80000,2,4,4,108,27,3,1,40-49,0-4,5-9,0-4,90-100,50-59,50-59,30-39,0
6051,F,42000,2,5,5,111,8,1,1,30-39,10-14,5-9,0-4,90-100,40-49,30-39,20-29,0
6052,F,115000,1,1,3,99,33,1,1,70-79,0-4,0-4,0-4,30-39,30-39,50-59,90-100,0
6053,F,71000,5,3,5,103,5,2,2,20-29,15-19,5-9,5-9,60-69,90-100,30-39,20-29,0
6054,M,82000,4,5,5,159,26,2,2,40-49,5-9,5-9,5-9,90-100,80-89,30-39,30-39,2
6055,F,109000,2,1,4,113,28,1,1,70-79,0-4,0-4,0-4,20-29,50-59,50-59,30-39,-1
6056,M,66000,0,3,5,11,2,2,0,11-19,0-4,5-9,0-4,60-69,0-9,0-9,40-49,0
6057,M,37000,1,2,3,10,2,1,2,50-59,0-4,0-4,0-4,60-69,30-39,50-59,50-59,0
6058,F,70000,1,4,5,16,3,0,2,40-49,5-9,0-4,5-9,80-89,20-29,40-49,50-59,2
6059,M,64000,2,4,6,32,4,2,2,30-39,5-9,5-9,0-4,60-69,30-39,60-69,40-49,-1
6060,M,60000,2,3,3,140,12,0,1,50-59,10-14,0-4,5-9,90-100,60-69,10-19,40-49,0
6061,M,75000,4,6,6,85,21,3,2,40-49,0-4,5-9,5-9,90-100,60-69,30-39,30-39,0
6062,F,115000,5,4,6,111,22,3,2,60-69,5-9,5-9,5-9,60-69,80-89,30-39,30-39,2
6063,F,104000,1,0,3,29,29,1,1,60-69,0-4,0-4,0-4,0-9,30-39,50-59,90-100,-1
6064,M,51000,3,4,5,123,15,2,3,60-69,5-9,5-9,5-9,80-89,60-69,40-49,40-49,2
6065,M,41000,3,2,3,112,11,1,2,30-39,10-14,0-4,5-9,60-69,90-100,40-49,30-39,0
6066,M,53000,0,5,5,54,3,2,0,60-69,15-19,5-9,0-4,90-100,0-9,0-9,30-39,-1
6067,M,41000,2,2,2,132,11,1,1,40-49,10-14,0-4,0-4,90-100,90-100,30-39,30-39,0
6068,F,45000,6,6,6,226,10,3,2,20-29,20-24,5-9,5-9,90-100,90-100,20-29,30-39,-1
6069,F,94000,1,3,3,164,27,0,1,50-59,5-9,0-4,0-4,90-100,30-39,30-39,30-39,2
6070,M,67000,5,5,6,313,18,1,3,30-39,15-19,0-4,10-14,80-89,80-89,20-29,30-39,0
6071,M,52000,1,5,5,52,10,0,1,50-59,5-9,0-4,0-4,90-100,20-29,30-39,30-39,2
6072,F,63000,3,4,5,200,16,2,1,70-79,10-14,5-9,0-4,80-89,60-69,30-39,40-49,0
6073,M,78000,6,3,6,128,21,3,0,60-69,5-9,15+,0-4,50-59,90-100,0-9,20-29,-1
6074,F,78000,2,3,4,76,19,2,2,70-79,0-4,5-9,0-4,70-79,50-59,50-59,40-49,0
6075,M,53000,1,4,4,208,13,1,0,40-49,15-19,0-4,0-4,90-100,20-29,0-9,30-39,-1
6076,M,99000,3,5,5,168,28,0,3,60-69,5-9,0-4,5-9,90-100,60-69,30-39,30-39,2
6077,M,96000,3,3,4,172,28,2,1,50-59,5-9,5-9,0-4,70-79,70-79,30-39,40-49,2
6078,M,80000,4,5,5,390,20,2,2,60-69,15-19,5-9,5-9,90-100,80-89,30-39,30-39,0
6079,F,62000,3,4,5,94,15,2,1,40-49,5-9,5-9,5-9,80-89,60-69,20-29,40-49,2
6080,M,53000,0,5,5,12,12,1,1,80+,0-4,0-4,0-4,90-100,0-9,50-59,50-59,0
6081,M,38000,1,0,5,22,4,0,3,70-79,5-9,0-4,0-4,0-9,20-29,70-79,50-59,-1
6082,M,58000,0,5,6,46,15,2,0,70-79,0-4,0-4,0-4,80-89,0-9,0-9,60-69,0
6083,F,104000,4,4,4,270,30,1,2,70-79,5-9,5-9,5-9,90-100,90-100,30-39,10-19,2
6084,M,39000,1,1,3,16,3,1,1,11-19,5-9,0-4,0-4,30-39,30-39,30-39,90-100,-1
6085,M,39000,0,3,6,6,2,1,2,30-39,0-4,0-4,5-9,50-59,0-9,20-29,90-100,-1
6086,M,98000,4,4,4,337,28,1,2,50-59,10-14,0-4,5-9,90-100,90-100,20-29,30-39,0
6087,F,60000,2,3,4,214,21,2,1,30-39,10-14,5-9,0-4,70-79,50-59,30-39,30-39,0
6088,M,36000,0,6,6,18,3,1,3,20-29,5-9,0-4,5-9,90-100,0-9,30-39,50-59,-1
6089,F,85000,3,3,6,273,22,1,1,60-69,10-14,5-9,0-4,50-59,50-59,50-59,10-19,0
6090,F,88000,2,5,6,67,22,2,2,60-69,0-4,5-9,5-9,80-89,30-39,20-29,40-49,0
6091,F,84000,5,6,6,182,26,3,1,50-59,5-9,5-9,5-9,90-100,80-89,10-19,30-39,2
6092,F,35000,2,4,4,66,7,3,0,40-49,5-9,10-14,0-4,90-100,50-59,0-9,30-39,2
6093,F,47000,4,5,6,155,11,2,2,80+,10-14,10-14,5-9,80-89,60-69,40-49,20-29,0
6094,M,37000,1,2,6,20,2,2,2,30-39,5-9,5-9,0-4,30-39,10-19,50-59,40-49,-1
6095,M,72000,0,4,5,14,2,3,1,40-49,5-9,5-9,0-4,80-89,0-9,50-59,50-59,2
6096,M,104000,3,2,3,219,27,2,1,50-59,5-9,5-9,0-4,60-69,90-100,50-59,30-39,2
6097,F,93000,5,6,6,220,22,2,1,60-69,10-14,5-9,5-9,90-100,80-89,10-19,30-39,0
6098,M,56000,2,3,4,43,2,2,1,60-69,15-19,5-9,0-4,70-79,50-59,30-39,30-39,-1
6099,F,70000,0,1,3,70,23,1,1,70-79,0-4,0-4,0-4,30-39,0-9,90-100,90-100,0
6100,F,64000,3,2,3,198,28,1,2,40-49,5-9,0-4,5-9,60-69,90-100,40-49,30-39,2
6101,F,71000,3,2,5,174,17,1,3,50-59,10-14,0-4,5-9,40-49,60-69,40-49,50-59,0
6102,M,51000,2,5,5,114,11,2,1,20-29,10-14,5-9,0-4,90-100,40-49,30-39,40-49,0
6103,F,37000,3,5,6,86,8,3,1,40-49,10-14,5-9,0-4,80-89,50-59,20-29,30-39,0
6104,F,54000,3,5,5,185,13,1,2,80+,10-14,0-4,5-9,90-100,60-69,30-39,30-39,0
6105,F,66000,4,4,4,497,17,3,1,70-79,25-29,5-9,0-4,90-100,90-100,30-39,30-39,-1
6106,M,75000,4,6,6,874,67,2,1,40-49,10-14,5-9,5-9,90-100,60-69,10-19,30-39,0
6107,M,30000,1,2,3,15,1,1,2,50-59,10-14,0-4,0-4,60-69,30-39,50-59,50-59,0
6108,F,83000,2,2,3,196,24,1,1,50-59,5-9,5-9,0-4,60-69,60-69,90-100,10-19,-1
6109,M,52000,1,3,5,17,2,1,3,30-39,5-9,0-4,5-9,60-69,20-29,40-49,50-59,2
6110,M,54000,1,3,6,37,3,2,1,60-69,10-14,5-9,0-4,50-59,10-19,90-100,40-49,0
6111,M,48000,1,1,2,17,3,1,1,60-69,5-9,0-4,0-4,50-59,50-59,30-39,90-100,-1
6112,M,109000,3,2,4,138,27,3,0,50-59,5-9,5-9,0-4,50-59,70-79,0-9,30-39,2
6113,M,31000,0,1,2,9,3,1,1,40-49,0-4,0-4,0-4,50-59,0-9,90-100,50-59,0
6114,F,87000,3,2,4,134,22,0,1,80+,5-9,0-4,5-9,50-59,70-79,10-19,40-49,-1
6115,M,76000,3,4,4,183,20,1,1,50-59,5-9,5-9,0-4,90-100,70-79,30-39,10-19,2
6116,F,63000,4,5,5,145,14,2,0,70-79,10-14,10-14,0-4,90-100,80-89,0-9,10-19,0
6117,M,83000,4,4,4,276,25,1,1,40-49,10-14,5-9,0-4,90-100,90-100,30-39,10-19,0
6118,F,88000,1,3,4,40,20,2,2,50-59,0-4,5-9,0-4,70-79,20-29,60-69,40-49,0
6119,M,48000,2,4,5,24,2,2,1,40-49,10-14,0-4,0-4,80-89,40-49,30-39,50-59,0
6120,F,54000,1,3,4,59,11,2,0,40-49,5-9,5-9,0-4,70-79,20-29,0-9,40-49,2
6121,M,75000,2,3,5,45,15,2,1,80+,0-4,5-9,0-4,60-69,40-49,30-39,30-39,-1
6122,M,60000,1,3,3,99,16,2,0,40-49,5-9,5-9,0-4,90-100,30-39,0-9,40-49,2
6123,M,114000,4,3,5,231,28,2,1,50-59,5-9,5-9,0-4,60-69,80-89,50-59,20-29,2
6124,F,99000,4,4,5,253,28,2,2,70-79,5-9,5-9,5-9,80-89,80-89,40-49,30-39,2
6125,O,46000,0,3,4,6,1,0,1,20-29,0-4,0-4,0-4,70-79,0-9,30-39,30-39,0
6126,M,64000,0,2,5,20,5,2,2,20-29,0-4,0-4,0-4,40-49,0-9,50-59,60-69,0
6127,F,31000,3,4,6,177,7,2,2,20-29,20-24,0-4,5-9,60-69,50-59,30-39,50-59,0
6128,F,48000,0,0,3,0,0,0,1,20-29,0-4,0-4,0-4,0-9,0-9,90-100,50-59,0
6129,M,89000,1,2,4,80,20,2,0,80+,0-4,0-4,0-4,50-59,20-29,0-9,50-59,-1
6130,M,67000,1,3,4,39,4,1,1,40-49,5-9,0-4,0-4,70-79,20-29,30-39,90-100,2
6131,M,67000,0,2,4,36,4,1,1,60-69,5-9,0-4,0-4,50-59,0-9,90-100,50-59,2
6132,M,89000,3,2,4,186,26,1,1,40-49,5-9,0-4,0-4,50-59,70-79,20-29,30-39,-1
6133,F,39000,3,3,4,82,8,3,1,20-29,10-14,5-9,0-4,70-79,70-79,30-39,40-49,0
6134,M,66000,0,2,3,26,3,0,1,30-39,5-9,0-4,0-4,60-69,0-9,90-100,50-59,2
6135,M,59000,2,2,3,44,2,2,0,50-59,15-19,5-9,0-4,60-69,60-69,0-9,20-29,-1
6136,F,64000,4,5,5,618,77,2,2,60-69,5-9,5-9,5-9,90-100,80-89,40-49,20-29,2
6137,M,36000,0,4,5,14,2,3,2,60-69,5-9,5-9,0-4,80-89,0-9,60-69,50-59,2
6138,F,113000,1,2,5,78,26,1,2,50-59,0-4,0-4,0-4,40-49,20-29,60-69,50-59,0
6139,F,47000,4,3,5,77,11,2,2,30-39,5-9,5-9,5-9,60-69,80-89,30-39,30-39,2
