,gender,income,total_completed,total_viewed,total_received,total_spent,avg_spent,completed_bogo,completed_discount,age_range,num_transactions_range,bogos_received_range,discounts_received_range,percent_viewed_range,percent_completed_range,discount_percent_completed_range,bogo_percent_completed_range
6011,M,32000,2,1,2,96,8,0,2,70-79,10-14,0-4,5-9,50-59,90-100,40-49,60-69
6012,M,62000,3,3,5,71,2,0,3,50-59,25-29,0-4,10-14,60-69,60-69,30-39,60-69
6013,F,84000,2,4,5,80,20,1,2,60-69,0-4,5-9,5-9,80-89,40-49,40-49,20-29
6014,F,40000,2,5,5,58,8,2,1,40-49,5-9,5-9,0-4,90-100,40-49,30-39,20-29
6015,M,52000,0,2,4,11,2,1,1,60-69,0-4,0-4,0-4,50-59,0-9,50-59,90-100
6016,F,72000,2,3,4,192,24,0,2,60-69,5-9,0-4,5-9,70-79,50-59,40-49,90-100
6017,M,63000,2,2,4,55,5,1,2,30-39,10-14,0-4,5-9,50-59,50-59,30-39,50-59
6018,F,92000,3,3,4,201,33,1,2,60-69,5-9,5-9,0-4,70-79,70-79,50-59,10-19
6019,M,58000,5,3,6,57,3,1,3,30-39,15-19,0-4,10-14,50-59,80-89,20-29,30-39
6020,M,99000,3,4,6,132,26,2,1,60-69,5-9,5-9,0-4,60-69,50-59,30-39,40-49
6021,F,101000,3,3,5,136,27,1,1,70-79,5-9,5-9,0-4,60-69,60-69,30-39,20-29
6022,M,33000,0,3,5,8,2,3,0,50-59,0-4,5-9,0-4,60-69,0-9,0-9,60-69
6023,O,70000,0,3,3,28,14,1,1,30-39,0-4,0-4,0-4,90-100,0-9,20-29,50-59
6024,F,115000,3,4,4,201,25,1,2,60-69,5-9,0-4,5-9,90-100,70-79,30-39,30-39
6025,F,93000,2,3,3,207,23,1,1,50-59,5-9,0-4,0-4,90-100,60-69,30-39,30-39
6026,M,65000,4,5,6,136,15,1,3,40-49,5-9,0-4,5-9,80-89,60-69,30-39,30-39
6027,F,48000,3,4,4,125,13,2,1,30-39,5-9,5-9,0-4,90-100,70-79,30-39,30-39
6028,F,52000,1,3,3,104,14,0,1,40-49,5-9,0-4,0-4,90-100,30-39,30-39,30-39
6029,F,50000,0,5,5,8,2,3,1,80+,0-4,5-9,0-4,90-100,0-9,50-59,30-39
6030,F,59000,2,4,4,79,13,3,0,40-49,5-9,5-9,0-4,90-100,50-59,0-9,30-39
6031,F,84000,3,4,5,143,23,2,1,70-79,5-9,10-14,0-4,80-89,60-69,90-100,10-19
6032,M,40000,2,3,6,50,2,0,2,30-39,20-24,0-4,5-9,50-59,30-39,20-29,10-19
6033,F,45000,1,2,2,92,11,0,1,30-39,5-9,0-4,0-4,90-100,50-59,30-39,10-19
6034,M,91000,3,3,3,130,26,2,0,40-49,5-9,5-9,0-4,90-100,90-100,0-9,20-29
6035,M,60000,0,0,2,4,4,1,1,50-59,0-4,0-4,0-4,0-9,0-9,90-100,90-100
6036,F,56000,3,3,4,60,10,1,1,50-59,5-9,5-9,0-4,70-79,70-79,30-39,10-19
6037,M,41000,5,3,5,204,10,1,3,30-39,15-19,0-4,10-14,60-69,90-100,30-39,30-39
6038,M,36000,2,3,4,113,10,1,1,30-39,10-14,5-9,0-4,70-79,50-59,30-39,20-29
6039,M,47000,0,1,3,11,2,1,2,50-59,0-4,0-4,0-4,30-39,0-9,60-69,90-100
6040,M,53000,3,2,6,99,11,1,3,30-39,5-9,0-4,5-9,30-39,50-59,40-49,50-59
6041,M,51000,1,3,5,33,3,3,1,30-39,5-9,5-9,0-4,60-69,20-29,90-100,30-39
6042,M,34000,3,3,5,133,8,2,2,50-59,15-19,5-9,0-4,60-69,60-69,60-69,30-39
6043,M,78000,5,5,5,198,22,2,2,50-59,5-9,5-9,5-9,90-100,90-100,20-29,30-39
6044,M,31000,2,2,4,28,2,1,1,40-49,10-14,0-4,0-4,50-59,50-59,20-29,50-59
6045,F,76000,3,2,3,45,15,1,2,80+,0-4,0-4,5-9,60-69,90-100,30-39,50-59
6046,M,45000,3,3,5,124,11,2,1,50-59,10-14,5-9,0-4,60-69,60-69,30-39,40-49
6047,F,85000,3,3,6,161,23,2,2,50-59,5-9,5-9,0-4,50-59,50-59,60-69,20-29
6048,M,52000,4,5,5,153,13,2,2,30-39,10-14,5-9,5-9,90-100,80-89,30-39,30-39
6049,M,80000,2,4,4,85,21,1,1,50-59,0-4,0-4,0-4,90-100,50-59,30-39,30-39
6050,F,80000,2,4,4,108,27,3,1,40-49,0-4,5-9,0-4,90-100,50-59,50-59,30-39
6051,F,42000,2,5,5,111,8,1,1,30-39,10-14,5-9,0-4,90-100,40-49,30-39,20-29
6052,F,115000,1,1,3,99,33,1,1,70-79,0-4,0-4,0-4,30-39,30-39,50-59,90-100
6053,F,71000,5,3,5,103,5,2,2,20-29,15-19,5-9,5-9,60-69,90-100,30-39,20-29
6054,M,82000,4,5,5,159,26,2,2,40-49,5-9,5-9,5-9,90-100,80-89,30-39,30-39
6055,F,109000,2,1,4,113,28,1,1,70-79,0-4,0-4,0-4,20-29,50-59,50-59,30-39
6056,M,66000,0,3,5,11,2,2,0,11-19,0-4,5-9,0-4,60-69,0-9,0-9,40-49
6057,M,37000,1,2,3,10,2,1,2,50-59,0-4,0-4,0-4,60-69,30-39,50-59,50-59
6058,F,70000,1,4,5,16,3,0,2,40-49,5-9,0-4,5-9,80-89,20-29,40-49,50-59
6059,M,64000,2,4,6,32,4,2,2,30-39,5-9,5-9,0-4,60-69,30-39,60-69,40-49
6060,M,60000,2,3,3,140,12,0,1,50-59,10-14,0-4,5-9,90-100,60-69,10-19,40-49
6061,M,75000,4,6,6,85,21,3,2,40-49,0-4,5-9,5-9,90-100,60-69,30-39,30-39
6062,F,115000,5,4,6,111,22,3,2,60-69,5-9,5-9,5-9,60-69,80-89,30-39,30-39
6063,F,104000,1,0,3,29,29,1,1,60-69,0-4,0-4,0-4,0-9,30-39,50-59,90-100
6064,M,51000,3,4,5,123,15,2,3,60-69,5-9,5-9,5-9,80-89,60-69,40-49,40-49
6065,M,41000,3,2,3,112,11,1,2,30-39,10-14,0-4,5-9,60-69,90-100,40-49,30-39
6066,M,53000,0,5,5,54,3,2,0,60-69,15-19,5-9,0-4,90-100,0-9,0-9,30-39
6067,M,41000,2,2,2,132,11,1,1,40-49,10-14,0-4,0-4,90-100,90-100,30-39,30-39
6068,F,45000,6,6,6,226,10,3,2,20-29,20-24,5-9,5-9,90-100,90-100,20-29,30-39
6069,F,94000,1,3,3,164,27,0,1,50-59,5-9,0-4,0-4,90-100,30-39,30-39,30-39
6070,M,67000,5,5,6,313,18,1,3,30-39,15-19,0-4,10-14,80-89,80-89,20-29,30-39
6071,M,52000,1,5,5,52,10,0,1,50-59,5-9,0-4,0-4,90-100,20-29,30-39,30-39
6072,F,63000,3,4,5,200,16,2,1,70-79,10-14,5-9,0-4,80-89,60-69,30-39,40-49
6073,M,78000,6,3,6,128,21,3,0,60-69,5-9,15+,0-4,50-59,90-100,0-9,20-29
6074,F,78000,2,3,4,76,19,2,2,70-79,0-4,5-9,0-4,70-79,50-59,50-59,40-49
6075,M,53000,1,4,4,208,13,1,0,40-49,15-19,0-4,0-4,90-100,20-29,0-9,30-39
6076,M,99000,3,5,5,168,28,0,3,60-69,5-9,0-4,5-9,90-100,60-69,30-39,30-39
6077,M,96000,3,3,4,172,28,2,1,50-59,5-9,5-9,0-4,70-79,70-79,30-39,40-49
6078,M,80000,4,5,5,390,20,2,2,60-69,15-19,5-9,5-9,90-100,80-89,30-39,30-39
6079,F,62000,3,4,5,94,15,2,1,40-49,5-9,5-9,5-9,80-89,60-69,20-29,40-49
6080,M,53000,0,5,5,12,12,1,1,80+,0-4,0-4,0-4,90-100,0-9,50-59,50-59
6081,M,38000,1,0,5,22,4,0,3,70-79,5-9,0-4,0-4,0-9,20-29,70-79,50-59
6082,M,58000,0,5,6,46,15,2,0,70-79,0-4,0-4,0-4,80-89,0-9,0-9,60-69
6083,F,104000,4,4,4,270,30,1,2,70-79,5-9,5-9,5-9,90-100,90-100,30-39,10-19
6084,M,39000,1,1,3,16,3,1,1,11-19,5-9,0-4,0-4,30-39,30-39,30-39,90-100
6085,M,39000,0,3,6,6,2,1,2,30-39,0-4,0-4,5-9,50-59,0-9,20-29,90-100
6086,M,98000,4,4,4,337,28,1,2,50-59,10-14,0-4,5-9,90-100,90-100,20-29,30-39
6087,F,60000,2,3,4,214,21,2,1,30-39,10-14,5-9,0-4,70-79,50-59,30-39,30-39
6088,M,36000,0,6,6,18,3,1,3,20-29,5-9,0-4,5-9,90-100,0-9,30-39,50-59
6089,F,85000,3,3,6,273,22,1,1,60-69,10-14,5-9,0-4,50-59,50-59,50-59,10-19
6090,F,88000,2,5,6,67,22,2,2,60-69,0-4,5-9,5-9,80-89,30-39,20-29,40-49
6091,F,84000,5,6,6,182,26,3,1,50-59,5-9,5-9,5-9,90-100,80-89,10-19,30-39
6092,F,35000,2,4,4,66,7,3,0,40-49,5-9,10-14,0-4,90-100,50-59,0-9,30-39
6093,F,47000,4,5,6,155,11,2,2,80+,10-14,10-14,5-9,80-89,60-69,40-49,20-29
6094,M,37000,1,2,6,20,2,2,2,30-39,5-9,5-9,0-4,30-39,10-19,50-59,40-49
6095,M,72000,0,4,5,14,2,3,1,40-49,5-9,5-9,0-4,80-89,0-9,50-59,50-59
6096,M,104000,3,2,3,219,27,2,1,50-59,5-9,5-9,0-4,60-69,90-100,50-59,30-39
6097,F,93000,5,6,6,220,22,2,1,60-69,10-14,5-9,5-9,90-100,80-89,10-19,30-39
6098,M,56000,2,3,4,43,2,2,1,60-69,15-19,5-9,0-4,70-79,50-59,30-39,30-39
6099,F,70000,0,1,3,70,23,1,1,70-79,0-4,0-4,0-4,30-39,0-9,90-100,90-100
6100,F,64000,3,2,3,198,28,1,2,40-49,5-9,0-4,5-9,60-69,90-100,40-49,30-39
6101,F,71000,3,2,5,174,17,1,3,50-59,10-14,0-4,5-9,40-49,60-69,40-49,50-59
6102,M,51000,2,5,5,114,11,2,1,20-29,10-14,5-9,0-4,90-100,40-49,30-39,40-49
6103,F,37000,3,5,6,86,8,3,1,40-49,10-14,5-9,0-4,80-89,50-59,20-29,30-39
6104,F,54000,3,5,5,185,13,1,2,80+,10-14,0-4,5-9,90-100,60-69,30-39,30-39
6105,F,66000,4,4,4,497,17,3,1,70-79,25-29,5-9,0-4,90-100,90-100,30-39,30-39
6106,M,75000,4,6,6,874,67,2,1,40-49,10-14,5-9,5-9,90-100,60-69,10-19,30-39
6107,M,30000,1,2,3,15,1,1,2,50-59,10-14,0-4,0-4,60-69,30-39,50-59,50-59
6108,F,83000,2,2,3,196,24,1,1,50-59,5-9,5-9,0-4,60-69,60-69,90-100,10-19
6109,M,52000,1,3,5,17,2,1,3,30-39,5-9,0-4,5-9,60-69,20-29,40-49,50-59
6110,M,54000,1,3,6,37,3,2,1,60-69,10-14,5-9,0-4,50-59,10-19,90-100,40-49
6111,M,48000,1,1,2,17,3,1,1,60-69,5-9,0-4,0-4,50-59,50-59,30-39,90-100
6112,M,109000,3,2,4,138,27,3,0,50-59,5-9,5-9,0-4,50-59,70-79,0-9,30-39
6113,M,31000,0,1,2,9,3,1,1,40-49,0-4,0-4,0-4,50-59,0-9,90-100,50-59
6114,F,87000,3,2,4,134,22,0,1,80+,5-9,0-4,5-9,50-59,70-79,10-19,40-49
6115,M,76000,3,4,4,183,20,1,1,50-59,5-9,5-9,0-4,90-100,70-79,30-39,10-19
6116,F,63000,4,5,5,145,14,2,0,70-79,10-14,10-14,0-4,90-100,80-89,0-9,10-19
6117,M,83000,4,4,4,276,25,1,1,40-49,10-14,5-9,0-4,90-100,90-100,30-39,10-19
6118,F,88000,1,3,4,40,20,2,2,50-59,0-4,5-9,0-4,70-79,20-29,60-69,40-49
6119,M,48000,2,4,5,24,2,2,1,40-49,10-14,0-4,0-4,80-89,40-49,30-39,50-59
6120,F,54000,1,3,4,59,11,2,0,40-49,5-9,5-9,0-4,70-79,20-29,0-9,40-49
6121,M,75000,2,3,5,45,15,2,1,80+,0-4,5-9,0-4,60-69,40-49,30-39,30-39
6122,M,60000,1,3,3,99,16,2,0,40-49,5-9,5-9,0-4,90-100,30-39,0-9,40-49
6123,M,114000,4,3,5,231,28,2,1,50-59,5-9,5-9,0-4,60-69,80-89,50-59,20-29
6124,F,99000,4,4,5,253,28,2,2,70-79,5-9,5-9,5-9,80-89,80-89,40-49,30-39
6125,O,46000,0,3,4,6,1,0,1,20-29,0-4,0-4,0-4,70-79,0-9,30-39,30-39
6126,M,64000,0,2,5,20,5,2,2,20-29,0-4,0-4,0-4,40-49,0-9,50-59,60-69
6127,F,31000,3,4,6,177,7,2,2,20-29,20-24,0-4,5-9,60-69,50-59,30-39,50-59
6128,F,48000,0,0,3,0,0,0,1,20-29,0-4,0-4,0-4,0-9,0-9,90-100,50-59
6129,M,89000,1,2,4,80,20,2,0,80+,0-4,0-4,0-4,50-59,20-29,0-9,50-59
6130,M,67000,1,3,4,39,4,1,1,40-49,5-9,0-4,0-4,70-79,20-29,30-39,90-100
6131,M,67000,0,2,4,36,4,1,1,60-69,5-9,0-4,0-4,50-59,0-9,90-100,50-59
6132,M,89000,3,2,4,186,26,1,1,40-49,5-9,0-4,0-4,50-59,70-79,20-29,30-39
6133,F,39000,3,3,4,82,8,3,1,20-29,10-14,5-9,0-4,70-79,70-79,30-39,40-49
6134,M,66000,0,2,3,26,3,0,1,30-39,5-9,0-4,0-4,60-69,0-9,90-100,50-59
6135,M,59000,2,2,3,44,2,2,0,50-59,15-19,5-9,0-4,60-69,60-69,0-9,20-29
6136,F,64000,4,5,5,618,77,2,2,60-69,5-9,5-9,5-9,90-100,80-89,40-49,20-29
6137,M,36000,0,4,5,14,2,3,2,60-69,5-9,5-9,0-4,80-89,0-9,60-69,50-59
6138,F,113000,1,2,5,78,26,1,2,50-59,0-4,0-4,0-4,40-49,20-29,60-69,50-59
6139,F,47000,4,3,5,77,11,2,2,30-39,5-9,5-9,5-9,60-69,80-89,30-39,30-39
6140,M,32000,1,4,4,34,2,1,1,50-59,15-19,0-4,0-4,90-100,20-29,30-39,20-29
6141,F,91000,1,3,3,57,28,1,2,70-79,0-4,0-4,5-9,90-100,30-39,40-49,50-59
6142,M,63000,2,4,5,123,13,1,1,70-79,5-9,0-4,0-4,80-89,40-49,30-39,30-39
6143,M,36000,0,2,5,15,1,0,2,50-59,10-14,0-4,5-9,40-49,0-9,40-49,30-39
6144,M,114000,3,4,4,243,30,3,0,40-49,5-9,5-9,0-4,90-100,70-79,0-9,30-39
6145,M,42000,5,5,5,129,9,1,2,40-49,10-14,5-9,5-9,90-100,90-100,20-29,10-19
6146,M,65000,1,2,5,13,2,1,2,30-39,5-9,5-9,0-4,40-49,20-29,60-69,20-29
6147,M,73000,5,6,6,474,21,2,2,50-59,20-24,5-9,5-9,90-100,80-89,20-29,30-39
6148,M,50000,1,2,6,21,4,3,0,30-39,5-9,5-9,0-4,30-39,10-19,0-9,50-59
6149,M,68000,5,5,5,145,18,0,4,50-59,5-9,0-4,15+,90-100,90-100,20-29,50-59
6150,M,72000,2,5,5,150,6,3,1,30-39,20-24,5-9,0-4,90-100,40-49,30-39,30-39
6151,F,61000,3,4,4,33,16,2,1,60-69,0-4,5-9,0-4,90-100,70-79,30-39,20-29
6152,F,52000,4,6,6,184,13,1,2,50-59,10-14,5-9,5-9,90-100,60-69,30-39,10-19
6153,F,51000,1,2,2,139,11,2,0,70-79,10-14,5-9,0-4,90-100,50-59,0-9,40-49
6154,M,64000,0,3,6,17,2,1,3,40-49,5-9,0-4,5-9,50-59,0-9,50-59,50-59
6155,M,103000,4,2,4,190,27,1,2,50-59,5-9,0-4,5-9,50-59,90-100,20-29,30-39
6156,F,118000,2,2,2,141,28,1,1,70-79,5-9,0-4,0-4,90-100,90-100,30-39,30-39
6157,M,68000,1,2,4,48,3,2,1,30-39,10-14,5-9,0-4,50-59,20-29,90-100,40-49
6158,F,75000,0,1,3,11,5,1,1,50-59,0-4,0-4,0-4,30-39,0-9,50-59,50-59
6159,M,62000,0,0,2,8,4,1,1,50-59,0-4,0-4,0-4,0-9,0-9,90-100,90-100
6160,F,43000,1,4,4,19,2,2,0,80+,5-9,5-9,0-4,90-100,20-29,0-9,40-49
6161,M,50000,4,5,5,277,12,3,0,60-69,20-24,10-14,0-4,90-100,80-89,0-9,20-29
6162,F,50000,0,5,5,39,13,1,3,50-59,0-4,0-4,5-9,90-100,0-9,50-59,50-59
6163,M,30000,0,1,3,8,8,1,1,30-39,0-4,0-4,0-4,30-39,0-9,90-100,50-59
6164,M,79000,3,3,4,125,20,2,0,50-59,5-9,5-9,0-4,70-79,70-79,0-9,20-29
6165,M,35000,0,4,6,22,1,2,2,11-19,10-14,0-4,0-4,60-69,0-9,50-59,50-59
6166,M,52000,2,3,3,130,13,1,1,50-59,10-14,0-4,0-4,90-100,60-69,30-39,30-39
6167,M,67000,1,2,4,35,4,1,1,50-59,5-9,0-4,0-4,50-59,20-29,20-29,90-100
6168,M,54000,5,4,5,137,10,2,2,80+,10-14,5-9,5-9,80-89,90-100,20-29,30-39
6169,M,45000,0,2,4,19,3,1,2,30-39,5-9,0-4,0-4,50-59,0-9,60-69,50-59
6170,M,37000,2,5,5,79,7,2,1,80+,10-14,5-9,0-4,90-100,40-49,30-39,40-49
6171,M,92000,2,5,6,43,21,2,3,40-49,0-4,5-9,5-9,80-89,30-39,50-59,20-29
6172,M,119000,3,4,5,264,24,0,2,50-59,10-14,0-4,5-9,80-89,60-69,20-29,20-29
6173,F,83000,5,6,6,305,20,3,1,70-79,15-19,10-14,0-4,90-100,80-89,30-39,20-29
6174,M,37000,0,3,6,21,2,3,3,20-29,5-9,5-9,0-4,50-59,0-9,70-79,60-69
6175,M,73000,5,4,6,197,21,2,2,60-69,5-9,5-9,5-9,60-69,80-89,20-29,30-39
6176,F,88000,4,2,4,187,23,1,3,60-69,5-9,0-4,5-9,50-59,90-100,40-49,30-39
6177,M,31000,4,5,5,150,7,2,1,20-29,20-24,10-14,0-4,90-100,80-89,30-39,10-19
6178,F,91000,2,3,3,88,22,1,2,50-59,0-4,0-4,5-9,90-100,60-69,30-39,50-59
6179,F,58000,5,4,5,331,15,1,3,60-69,20-24,0-4,10-14,80-89,90-100,20-29,30-39
6180,M,35000,0,1,4,2,0,0,4,20-29,0-4,0-4,5-9,20-29,0-9,80-89,30-39
6181,F,101000,4,4,5,377,29,3,1,70-79,10-14,5-9,0-4,80-89,80-89,30-39,30-39
6182,M,34000,0,4,5,5,2,1,2,60-69,0-4,0-4,5-9,80-89,0-9,40-49,50-59
6183,F,75000,4,4,4,168,21,1,3,50-59,5-9,0-4,5-9,90-100,90-100,30-39,30-39
6184,M,94000,4,3,5,143,23,2,2,50-59,5-9,5-9,5-9,60-69,80-89,40-49,20-29
6185,F,71000,2,2,2,224,17,1,1,50-59,10-14,0-4,0-4,90-100,90-100,30-39,30-39
6186,F,84000,3,3,4,143,23,1,2,50-59,5-9,5-9,5-9,70-79,70-79,40-49,20-29
6187,M,36000,0,1,4,17,2,1,1,60-69,5-9,0-4,0-4,20-29,0-9,50-59,50-59
6188,F,46000,3,3,5,71,11,2,1,20-29,5-9,5-9,0-4,60-69,60-69,90-100,20-29
6189,F,113000,4,2,5,238,26,0,4,70-79,5-9,0-4,10-14,40-49,80-89,30-39,20-29
6190,M,33000,0,4,5,16,2,1,2,80+,5-9,0-4,0-4,80-89,0-9,60-69,50-59
6191,F,78000,4,4,5,87,21,2,1,50-59,0-4,5-9,5-9,80-89,80-89,20-29,30-39
6192,M,54000,1,3,4,41,2,1,3,40-49,15-19,0-4,5-9,70-79,20-29,50-59,50-59
6193,F,108000,2,2,3,227,28,1,1,50-59,5-9,0-4,0-4,60-69,60-69,30-39,30-39
6194,F,51000,1,6,6,15,15,2,3,50-59,0-4,5-9,5-9,90-100,10-19,30-39,40-49
6195,M,75000,3,3,3,153,21,2,1,80+,5-9,5-9,0-4,90-100,90-100,30-39,30-39
6196,M,62000,1,2,4,37,4,2,0,80+,5-9,5-9,0-4,50-59,20-29,0-9,30-39
6197,F,49000,4,4,5,207,12,2,2,20-29,15-19,5-9,5-9,80-89,80-89,40-49,30-39
6198,M,32000,2,4,4,25,5,2,1,60-69,5-9,5-9,0-4,90-100,50-59,30-39,40-49
6199,F,92000,2,2,5,62,20,2,1,80+,0-4,5-9,0-4,40-49,40-49,50-59,40-49
6200,M,80000,3,3,3,124,20,2,1,70-79,5-9,5-9,0-4,90-100,90-100,30-39,30-39
6201,M,58000,1,1,2,166,15,0,1,60-69,10-14,0-4,0-4,50-59,50-59,30-39,30-39
6202,F,91000,3,6,6,206,22,2,1,50-59,5-9,5-9,0-4,90-100,50-59,30-39,30-39
6203,M,67000,2,4,4,122,24,2,0,50-59,5-9,5-9,0-4,90-100,50-59,0-9,30-39
6204,F,102000,4,4,4,351,25,2,1,80+,10-14,5-9,5-9,90-100,90-100,10-19,30-39
6205,F,37000,0,4,4,8,2,2,1,60-69,0-4,0-4,0-4,90-100,0-9,50-59,50-59
6206,F,109000,3,2,6,211,23,1,4,60-69,5-9,0-4,5-9,30-39,50-59,40-49,90-100
6207,M,33000,2,3,4,84,7,0,3,40-49,10-14,0-4,5-9,70-79,50-59,40-49,90-100
6208,M,45000,0,2,4,8,2,0,2,20-29,0-4,0-4,5-9,50-59,0-9,40-49,90-100
6209,F,106000,4,4,6,251,25,1,2,60-69,10-14,0-4,5-9,60-69,60-69,20-29,30-39
6210,F,57000,3,3,4,75,15,3,1,40-49,5-9,5-9,0-4,70-79,70-79,90-100,30-39
6211,M,55000,3,5,5,263,13,1,2,40-49,15-19,0-4,5-9,90-100,60-69,30-39,30-39
6212,M,45000,1,3,3,14,3,0,2,40-49,0-4,0-4,5-9,90-100,30-39,40-49,30-39
6213,M,73000,2,3,5,47,3,1,2,40-49,10-14,0-4,5-9,60-69,40-49,40-49,20-29
6214,M,43000,4,4,4,191,12,1,2,60-69,15-19,5-9,5-9,90-100,90-100,30-39,10-19
6215,F,66000,2,4,6,69,13,3,1,50-59,5-9,5-9,0-4,60-69,30-39,50-59,30-39
6216,M,89000,3,3,4,225,25,1,2,50-59,5-9,0-4,5-9,70-79,70-79,40-49,30-39
6217,F,88000,4,4,4,98,24,3,1,70-79,0-4,5-9,0-4,90-100,90-100,30-39,30-39
6218,M,85000,4,6,6,159,26,2,1,30-39,5-9,5-9,5-9,90-100,60-69,10-19,20-29
6219,F,33000,1,4,5,305,25,3,0,20-29,10-14,5-9,0-4,80-89,20-29,0-9,50-59
6220,M,60000,2,2,4,41,3,2,1,40-49,10-14,5-9,0-4,50-59,50-59,50-59,30-39
6221,F,35000,2,4,4,152,7,2,0,40-49,20-24,10-14,0-4,90-100,50-59,0-9,20-29
6222,M,81000,2,1,3,30,15,2,1,60-69,0-4,5-9,0-4,30-39,60-69,90-100,40-49
6223,M,68000,2,3,4,47,3,1,2,60-69,10-14,0-4,5-9,70-79,50-59,30-39,30-39
6224,M,63000,0,2,2,16,5,2,0,20-29,0-4,0-4,0-4,90-100,0-9,0-9,50-59
6225,M,48000,4,5,6,119,11,2,3,20-29,10-14,0-4,5-9,80-89,60-69,30-39,50-59
6226,F,44000,4,4,6,123,10,1,2,20-29,10-14,0-4,5-9,60-69,60-69,20-29,50-59
6227,M,64000,3,3,4,201,16,2,1,50-59,10-14,5-9,0-4,70-79,70-79,30-39,40-49
6228,F,45000,2,2,4,80,11,0,3,60-69,5-9,0-4,5-9,50-59,50-59,50-59,40-49
6229,F,49000,4,4,4,158,13,2,2,40-49,10-14,5-9,5-9,90-100,90-100,30-39,30-39
6230,F,33000,4,3,4,122,7,3,1,30-39,15-19,5-9,0-4,70-79,90-100,30-39,30-39
6231,M,34000,1,4,5,46,2,2,2,30-39,20-24,0-4,0-4,80-89,20-29,50-59,50-59
6232,M,69000,4,5,5,202,18,2,1,40-49,10-14,5-9,5-9,90-100,80-89,10-19,40-49
6233,F,58000,1,4,5,47,2,0,1,60-69,15-19,0-4,5-9,80-89,20-29,20-29,40-49
6234,M,56000,3,4,4,149,14,2,0,40-49,10-14,5-9,0-4,90-100,70-79,0-9,20-29
6235,F,71000,4,4,5,150,25,1,3,60-69,5-9,0-4,5-9,80-89,80-89,30-39,30-39
6236,M,57000,0,3,6,20,2,3,0,20-29,5-9,5-9,0-4,50-59,0-9,0-9,40-49
6237,M,51000,6,6,6,211,11,2,1,40-49,15-19,10-14,5-9,90-100,90-100,10-19,10-19
6238,M,33000,1,2,4,26,2,2,2,40-49,5-9,0-4,0-4,50-59,20-29,60-69,50-59
6239,M,69000,0,3,5,16,2,2,1,30-39,5-9,5-9,0-4,60-69,0-9,50-59,40-49
6240,M,47000,2,5,5,21,2,1,1,11-19,10-14,5-9,5-9,90-100,40-49,20-29,20-29
6241,M,43000,2,4,5,27,3,0,2,20-29,5-9,0-4,5-9,80-89,40-49,20-29,20-29
6242,M,35000,0,2,4,41,1,1,2,50-59,20-24,0-4,0-4,50-59,0-9,60-69,50-59
6243,M,46000,0,4,6,7,1,3,2,70-79,0-4,5-9,0-4,60-69,0-9,90-100,30-39
6244,F,91000,4,6,6,153,25,2,2,50-59,5-9,10-14,5-9,90-100,60-69,40-49,10-19
6245,F,69000,3,3,3,288,16,1,2,60-69,15-19,0-4,5-9,90-100,90-100,30-39,30-39
6246,F,40000,4,4,5,102,10,1,2,20-29,10-14,0-4,5-9,80-89,80-89,20-29,30-39
6247,M,70000,4,4,6,105,17,2,3,60-69,5-9,5-9,5-9,60-69,60-69,40-49,40-49
6248,M,37000,3,3,5,92,11,1,3,50-59,5-9,0-4,5-9,60-69,60-69,50-59,30-39
6249,M,90000,1,5,5,76,25,2,3,50-59,0-4,0-4,5-9,90-100,20-29,40-49,50-59
6250,F,59000,1,6,6,26,13,2,3,50-59,0-4,0-4,5-9,90-100,10-19,40-49,50-59
6251,F,75000,3,3,4,120,17,1,3,60-69,5-9,0-4,5-9,70-79,70-79,30-39,50-59
6252,M,50000,0,3,4,7,2,3,0,20-29,0-4,5-9,0-4,70-79,0-9,0-9,60-69
6253,M,44000,1,4,5,35,4,2,0,60-69,5-9,5-9,0-4,80-89,20-29,0-9,40-49
6254,M,41000,2,3,4,14,4,2,2,40-49,0-4,0-4,5-9,70-79,50-59,40-49,50-59
6255,M,37000,0,2,3,7,2,0,1,50-59,0-4,0-4,0-4,60-69,0-9,30-39,50-59
6256,F,80000,2,6,6,47,23,4,1,40-49,0-4,5-9,0-4,90-100,30-39,30-39,40-49
6257,F,96000,3,1,3,101,25,2,1,60-69,0-4,0-4,0-4,30-39,90-100,30-39,50-59
6258,M,36000,4,4,5,77,3,1,3,70-79,20-24,0-4,10-14,80-89,80-89,30-39,30-39
6259,M,68000,5,5,5,268,17,3,0,40-49,15-19,15+,0-4,90-100,90-100,0-9,20-29
6260,F,70000,5,5,5,414,18,2,1,20-29,20-24,5-9,5-9,90-100,90-100,10-19,30-39
6261,F,92000,4,3,4,261,23,1,2,50-59,10-14,5-9,5-9,70-79,90-100,40-49,10-19
6262,M,58000,4,4,6,95,13,1,2,40-49,5-9,5-9,5-9,60-69,60-69,30-39,10-19
6263,F,76000,5,4,5,173,21,1,1,50-59,5-9,5-9,5-9,80-89,90-100,20-29,10-19
6264,M,57000,3,4,6,63,3,2,2,80+,15-19,0-4,5-9,60-69,50-59,20-29,50-59
6265,F,61000,2,5,5,43,14,2,2,70-79,0-4,5-9,5-9,90-100,40-49,30-39,30-39
6266,F,46000,5,4,6,261,12,1,3,20-29,20-24,0-4,10-14,60-69,80-89,30-39,30-39
6267,F,82000,1,1,2,146,24,0,2,50-59,5-9,0-4,0-4,50-59,50-59,50-59,30-39
